job_title,company_name,sector,location,job_type,salary_range,experience_level,education_requirements,required_skills,responsibilities,years_experience,benefits,work_mode,posting_date,job_description_length,required_certifications,team_size,company_size,posting_platform,company_culture,visa_sponsorship,working_hours,language_requirements,travel_requirements,collaboration_tools,reporting_structure,learning_opportunities,stock_options,soft_skills,perks,job_id,via
Analyst - Healthcare Informatics and Business Intelligence,Waymark,Healthcare,United States,Full-time,"{'New York City, Seattle, or San Francisco Bay Area': '$138,000.00 - $166,000.00 USD', 'Austin, Boston, Chicago, Denver, San Diego & Washington DC': '$127,000.00 - $152,000.00 USD', 'Other US Cities': '$100,000.00 - $130,000.00 USD'}",Mid-Senior level,Master's degree in a related field,"Python, SQL, healthcare data analysis, business intelligence dashboards","['Develop and maintain analytics codebase, data model, and dashboards', 'Cultivate a culture of data exploration and evidence-based decision-making', 'Generate automated reports on patient engagement and quality of care', 'Participate in company retreats']",Not specified,"{'Medical insurance': True, 'Vision insurance': True, 'Dental insurance': True, 'Basic life insurance': True, 'Stock options': True, 'Paid time off': '20 vacation days, 11 paid holidays', 'Parental leave': '16 weeks for birthing parents, 8 weeks for non-birthing parents', 'Retirement benefits': '401(k) plan', 'Commuter benefits': True}",On-site,,Long,,,,Useparallel.com,"Bold builders, humble learners, experiment to improve, act with focused urgency",,,,,dbt,,Amazon Quicksight,True,Autonomous time management,"COVID vaccination policy, inclusive workplace",eyJqb2JfdGl0bGUiOiJBbmFseXN0IC0gSGVhbHRoY2FyZSBJbmZvcm1hdGljcyBhbmQgQnVzaW5lc3MgSW50ZWxsaWdlbmNlIiwiY29tcGFueV9uYW1lIjoiV2F5bWFyayIsImFkZHJlc3NfY2l0eSI6IlVuaXRlZCBTdGF0ZXMiLCJodGlkb2NpZCI6Ik5xUU50SnBhZFBJdk45UXdBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lOVlc1cGRHVmtJRk4wWVhSbGN3IiwiZ2wiOiJ1cyIsImhsIjoiZW4ifQ==,
Senior/Principal Business Intelligence Analyst,Billings Clinic,Healthcare,"Rocky Ford, CO",Full-time,"$78,915 - $112,694 a year",Senior/Principal,B.S or equivalent degree in related field preferred,"Data analysis, data modeling, data storytelling, Power BI, Power Platform, ad-hoc reporting, collaboration, problem-solving, communication","Develop analytics, gather specifications, interpret data, create actionable insights, data storytelling, integrate Power Platform, promote data literacy, support self-service BI users, provide reporting solutions","3+ years for Senior, 8+ years for Principal","Medical, Dental, Vision, Retirement Plan, Paid Time Off, wellness program, and more",Day shift,,Long,,,"4,700+ employees",Ladders,"Values kindness, safety, and courage",,80 hours per pay period,,,Microsoft Power Platform,Reports to PMO / OPERATIONS,"Educational opportunities, Magnet Recognition",,"Adaptability, teamwork, curiosity","Amazing outdoor recreation, college community in Rocky Mountains",eyJqb2JfdGl0bGUiOiJTZW5pb3IvUHJpbmNpcGFsIEJ1c2luZXNzIEludGVsbGlnZW5jZSBBbmFseXN0IiwiY29tcGFueV9uYW1lIjoiQmlsbGluZ3MgQ2xpbmljIiwiYWRkcmVzc19jaXR5IjoiUm9ja3kgRm9yZCwgQ08iLCJodGlkb2NpZCI6IkFBWGlRYndvZ0RXNzNPdm5BQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lOVlc1cGRHVmtJRk4wWVhSbGN3IiwiZ2wiOiJ1cyIsImhsIjoiZW4ifQ==,
Business Data Analyst - US,AEM,Environmental Monitoring,"Longmont, CO",Full-time,"$60,000 - $110,000 a year",Minimum of 3 years,"Bachelor’s degree in Business, Economics, Statistics, Data Science, or related field","Data analysis, business intelligence, SQL, Excel, Tableau, Power BI","Data analysis, reporting, operational efficiency, business insights, data management, project support",3,"US Compensation Range: $60,000 - $110,000 per year",Remote,2 days ago,Detailed,,,,ZipRecruiter,,Not available,,,,,,,,"Analytical, detail-oriented, communication",,eyJqb2JfdGl0bGUiOiJCdXNpbmVzcyBEYXRhIEFuYWx5c3QgLSBVUyIsImNvbXBhbnlfbmFtZSI6IkFFTSIsImFkZHJlc3NfY2l0eSI6Ikxvbmdtb250LCBDTyIsImh0aWRvY2lkIjoiT3F3aVR5RlBWYVAxNTJJVUFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSU5WVzVwZEdWa0lGTjBZWFJsY3ciLCJnbCI6InVzIiwiaGwiOiJlbiJ9,
"Senior Data Analyst, BI",Denver Broncos,Sports,"Denver, CO",Full-time,90K-115K a year,5 - 10 years,Bachelor's degree,"SQL, BI Tools (Tableau preferred), R/Python, Microsoft Office","Planning and creating data-driven initiatives, collecting and analyzing data, building data visualizations and dashboards, identifying KPIs, collaborating with teams, ensuring data accuracy and compliance, researching new technologies",5,,,1 day ago,Long,,,,DataAnalyst.com,,,,,,"Tableau, Eloqua, Microsoft Dynamics CRM, Ticketmaster, Snowflake",,Research new technologies and methods,,,,eyJqb2JfdGl0bGUiOiJTZW5pb3IgRGF0YSBBbmFseXN0LCBCSSIsImNvbXBhbnlfbmFtZSI6IkRlbnZlciBCcm9uY29zIiwiYWRkcmVzc19jaXR5IjoiRGVudmVyLCBDTyIsImh0aWRvY2lkIjoiaXVzUGlNN2p4T3V6ZXh6SUFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSU5WVzVwZEdWa0lGTjBZWFJsY3ciLCJnbCI6InVzIiwiaGwiOiJlbiJ9,
Senior Business Intelligence Analyst – Revenue Cycle,Memorial Sloan Kettering Cancer Center,Healthcare,United States,Full-time,"$120,200 - $192,300",5+ years,No degree mentioned,"SQL programming, Tableau, Revenue Cycle Data Analytics, Healthcare revenue cycle processes","Analyze revenue cycle data, collaborate with business users, design data models, identify project risks, support data governance processes, provide technical insight",5+ years,"Pay Range: $130,700.00-$215,800.00, MSK Compensation Philosophy",Hybrid onsite 3 days a month,17 days ago,Long,"Epic Cogito, Caboodle and Clarity, Revenue Data Model Certifications",,,Glassdoor,,,,,,,"Reporting to the Associate Director, Analytics",,,"Effective communication, collaborative partnerships, planning and prioritization",,eyJqb2JfdGl0bGUiOiJTZW5pb3IgQnVzaW5lc3MgSW50ZWxsaWdlbmNlIEFuYWx5c3Qg4oCTIFJldmVudWUgQ3ljbGUiLCJjb21wYW55X25hbWUiOiJNZW1vcmlhbCBTbG9hbiBLZXR0ZXJpbmcgQ2FuY2VyIENlbnRlciIsImFkZHJlc3NfY2l0eSI6IlVuaXRlZCBTdGF0ZXMiLCJodGlkb2NpZCI6ImoxN2QzNmprXy16M0hIZnRBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lOVlc1cGRHVmtJRk4wWVhSbGN3IiwiZ2wiOiJ1cyIsImhsIjoiZW4ifQ==,
AIML - Research Scientist/Engineer,Apple,Technology,"Santa Clara, CA",Full-time,"$143,100 - $264,200",Mid-Senior level,"Bachelors, Masters, or PhD Degree in Computer Science/Electrical Engineering/Mechanical Engineering or equivalent","Computer vision, machine learning, robotics, computer graphics, Python, ML algorithms, deep learning systems, ML modeling frameworks","Work in an organization of world-class machine learning, deliver clean, well-tested code",,"Comprehensive medical and dental coverage, retirement benefits, discounted products and free services, educational reimbursement, stock options, relocation, discretionary bonuses",,"Oct 7, 2024",Long,,,,Careers At Apple,"Passion for the mission, Modesty, Lean habits",,,,,,,,Yes,,,eyJqb2JfdGl0bGUiOiJBSU1MIC0gUmVzZWFyY2ggU2NpZW50aXN0L0VuZ2luZWVyIiwiY29tcGFueV9uYW1lIjoiQXBwbGUiLCJhZGRyZXNzX2NpdHkiOiJTYW50YSBDbGFyYSwgQ0EiLCJodGlkb2NpZCI6ImI5RmpGSUV3cU4wQjhCdHVBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lOVlc1cGRHVmtJRk4wWVhSbGN3IiwiZ2wiOiJ1cyIsImhsIjoiZW4ifQ==,
Machine Learning Research Scientist,Leidos,Technology,"Herndon, VA",Full-time,"$122,200.00 - $220,900.00",Senior,"B.S in Electrical Engineering, Computational Linguistics, Computer Science, Mathematics, or related technical field with 12+ years of experience, M.S degree with 10+ years of experience, or Ph.D. with 8+ years of experience","NumPy, SciPy, scikit-learn, TensorFlow, Pytorch, Keras, Genism, OpenCV, Python, transformers, Convolutional Neural Nets, NLP libraries/toolkits, SSD, YOLO, DINO, Faster-RCNN","Lead proposals, win competitive research and development efforts, serve as principal investigator, engage R&D customers, develop innovative ML-based approaches, customize machine learning algorithms, optimize algorithm performance, automate and extract features from datasets, modify and optimize models, adapt NLP libraries/toolkits and models for various applications","12+ years with B.S, 10+ years with M.S, 8+ years with Ph.D","Pay range, remote work option",Remote/Teleworking with 25% travel,2024-11-06,Long,,,,Leidos Careers,,U.S Citizen required,,,25%,,,,,"Great communication skills, self-starter, high intellectual curiosity",,eyJqb2JfdGl0bGUiOiJNYWNoaW5lIExlYXJuaW5nIFJlc2VhcmNoIFNjaWVudGlzdCIsImNvbXBhbnlfbmFtZSI6IkxlaWRvcyIsImFkZHJlc3NfY2l0eSI6Ikhlcm5kb24sIFZBIiwiaHRpZG9jaWQiOiJ1aXY5UlhTN1dSXzU1WVpDQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJTlZXNXBkR1ZrSUZOMFlYUmxjdyIsImdsIjoidXMiLCJobCI6ImVuIn0=,
"Applied Research Scientist, Instagram Core ML (PhD)",Instagram,AI/ML Research,"San Francisco, CA (+2 others)",Full-time,,Experienced,PhD,"Research background in core ML, recommendation systems, information retrieval","Improving quality of IG recommendation models through AI, solving product problems via customized solutions",,,,3 days ago,Long,,,,Instagram,,,,,,,,,,,,eyJqb2JfdGl0bGUiOiJBcHBsaWVkIFJlc2VhcmNoIFNjaWVudGlzdCwgSW5zdGFncmFtIENvcmUgTUwgKFBoRCkiLCJjb21wYW55X25hbWUiOiJJbnN0YWdyYW0iLCJhZGRyZXNzX2NpdHkiOiJTYW4gRnJhbmNpc2NvLCBDQSIsImh0aWRvY2lkIjoidlF3QkRXb0NZUnRmTE1xMkFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSU5WVzVwZEdWa0lGTjBZWFJsY3ciLCJnbCI6InVzIiwiaGwiOiJlbiJ9,
"Principal Research Scientist II, AI / ML Team Lead",AbbVie,Computational Drug Discovery,"South San Francisco, CA",Full-time,,"16+ years (BS), 14+ years (MS), or 8+ years (PhD)","BS, MS, or Ph.D. in computational chemistry or related discipline","AI/ML, computational chemistry, scientific research team leadership","Contribute to guiding the future direction of AI/ML, strategic incorporation of AI/ML tools, manage multiple projects within the AI/ML team","16+ years (BS), 14+ years (MS), or 8+ years (PhD)","Paid time off, dental insurance, health insurance, short-term and long-term incentive programs",,3 days ago,Long,,,,Abbvie Careers,"Equal opportunity employer, committed to diversity and inclusion",,,,,,,,,"Strong written and oral communication skills, leadership skills",,eyJqb2JfdGl0bGUiOiJQcmluY2lwYWwgUmVzZWFyY2ggU2NpZW50aXN0IElJLCBBSSAvIE1MIFRlYW0gTGVhZCIsImNvbXBhbnlfbmFtZSI6IkFiYlZpZSIsImFkZHJlc3NfY2l0eSI6IlNvdXRoIFNhbiBGcmFuY2lzY28sIENBIiwiaHRpZG9jaWQiOiJmOHRxQ2t1cU0zX1hSeGpkQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJTlZXNXBkR1ZrSUZOMFlYUmxjdyIsImdsIjoidXMiLCJobCI6ImVuIn0=,
AIML - Generative Foundation Model/LLM Research Scientist,Apple,Technology,"Seattle, WA",Full-time,"$135,400 - $250,600",Mid-level and Senior,PhD in Computer Science or related field,"Machine Learning, Deep Learning, Tensorflow, PyTorch, Linear Algebra, Statistics","['Play a part in building the next revolution of machine learning technology', 'Work on innovative foundational research in machine learning through publication and cross-team collaborations', 'Define your own research agenda, work on open-ended problems, and publish in high-quality scientific venues', 'Propose and execute research plans to advance understanding of machine learning', 'Provide technical mentorship, guidance, and prepare technical reports for publication', 'Collaborate with broader teams across Apple']",,"['Comprehensive medical and dental coverage', 'Retirement benefits', 'Employee stock programs', 'Educational reimbursement', 'Discretionary bonuses or commission payments', 'Relocation assistance']",,"Aug 19, 2024",Long,,,,Careers At Apple,,,,,,,,,Available,,,eyJqb2JfdGl0bGUiOiJBSU1MIC0gR2VuZXJhdGl2ZSBGb3VuZGF0aW9uIE1vZGVsL0xMTSBSZXNlYXJjaCBTY2llbnRpc3QsIE1RIn0=,
Research Scientist: AI/ML Mechanical Modeling and Characterization,Eqlipse Technologies LLC,Artificial Intelligence/Machine Learning,"Wright-Patterson AFB, OH",Full-time,,Ph.D. or Masters with significant experience,"Ph.D. or Masters in Aerospace Engineering, Mechanical Engineering, Materials Science, Physics, Applied Mathematics, Computer Science or related field","Artificial Intelligence/Machine Learning, computer vision, data analytics, software development, numerical methods, statistical methods","Developing and integrating AI/ML methods into existing workflows for modeling, image processing, and data mining",,Health insurance,,,Long,,,,Eqlipse Technologies,Innovative and collaborative,U.S. Citizenship required,,,,,,Opportunities to develop skills and share knowledge,,Strong communication and problem-solving skills,Supportive team environment,eyJqb2JfdGl0bGUiOiJSZXNlYXJjaCBTY2llbnRpc3Q6IEFJL01MIE1lY2hhbmljYWwgTW9kZWxpbmcgYW5kIENoYXJhY3Rlcml6YXRpb24iLCJjb21wYW55X25hbWUiOiJFcWxpcHNlIFRlY2hub2xvZ2llcyBMTEMiLCJhZGRyZXNzX2NpdHkiOiJXcmlnaHQtUGF0dGVyc29uIEFGQiwgT0giLCJodGlkb2NpZCI6IjM3TDNDMTVuVmN3WXlaTjhBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lOVlc1cGRHVmtJRk4wWVhSbGN3IiwiZ2wiOiJ1cyIsImhsIjoiZW4ifQ==,
AI Research Scientist,Zoom,Artificial Intelligence,Washington (+2 others),Full-time,"$122,200.00 - $244,500.00","Master's degree in Computer Science, AI, Machine Learning, Distributed System or related field",Master's degree in progress or completed,"Solid foundation in AI research, proficiency in Python/C/C++/CUDA and deep learning frameworks","Shape Zoom AI's future via groundbreaking research, incubate foundation techniques for AGI, collaborate with cross-functional teams",,"Health insurance, Total Direct Compensation philosophy, work-life balance support, community contribution opportunities",Hybrid,,Long,,,,Careers - Zoom,"Diverse, inclusive environment",,,,,,,Opportunities to advance career,,,,eyJqb2JfdGl0bGUiOiJBSSBSZXNlYXJjaCBTY2llbnRpc3QiLCJjb21wYW55X25hbWUiOiJab29tIiwiYWRkcmVzc19jaXR5IjoiV2FzaGluZ3RvbiIsImh0aWRvY2lkIjoiVWl3cWtDTFVaRzlYS2k2NUFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSU5WVzVwZEdWa0lGTjBZWFJsY3ciLCJnbCI6InVzIiwiaGwiOiJlbiJ9,
AI Research Scientist - Language,Meta,Artificial Intelligence,"Menlo Park, CA (+2 others)",Full-time,,,,"Natural Language Processing, Language Models, General AI","Develop efficient foundational models for user experiences, Join Modern Recommendation System",,,,,Long,,,,Meta Careers,,,,,,,,,,,,eyJqb2JfdGl0bGUiOiJBSSBSZXNlYXJjaCBTY2llbnRpc3QgLSBMYW5ndWFnZSIsImNvbXBhbnlfbmFtZSI6Ik1ldGEiLCJhZGRyZXNzX2NpdHkiOiJNZW5sbyBQYXJrLCBDQSIsImh0aWRvY2lkIjoiSjJ0a21VdTFGcXVoXzZuZEFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSU5WVzVwZEdWa0lGTjBZWFJsY3ciLCJnbCI6InVzIiwiaGwiOiJlbiJ9,
"Research Scientist, ML Systems - New College Grad 2025",2100 NVIDIA USA,AI/ML Systems Research,"Santa Clara, CA",Full-time,"$160,000 - $253,000 USD",Entry level,Ph.D. in CS/CE/EE,"Operating systems, distributed systems, training/inference systems, data management systems, networking, cloud computing, computer architecture","['Understand and analyze the efficiency, scaling, and resilience challenges in ML systems, algorithms, and applications', 'Develop creative systems solutions (hardware, software, infrastructure) for future ML systems of all scales', 'Contribute to the co-design of next-generation AI/ML algorithms and systems', 'Collaborate with research and product teams across the company', 'Publish original research and speak at conferences and events']",null,"['Base salary determined based on location and experience', 'Eligible for equity and benefits']",null,5 days ago,null,null,null,null,Workday,null,null,null,null,null,null,null,null,null,"Strong communication skills, creative presenter",Health insurance,eyJqb2JfdGl0bGUiOiJSZXNlYXJjaCBTY2llbnRpc3QsIE1LIFN5c3RlbXMgLSBOZXcgQ29sbGVnZSBHcmFkIDIwMjUiLCJjb21wYW55X25hbWUiOiIyMTAwIE5WSURJQSBVU0EiLCJhZGRyZXNzX2NpdHkiOiJTYW50YSBDbGFyYSwgQ0EiLCJodGlkb2NpZCI6Im9ZckJhaU9kS0NfTjNER1dBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lOVlc1cGRHVmtJRk4wWVhSbGN3IiwiZ2wiOiJ1cyIsImhsIjoiZW4ifQ==,
"Senior Research Scientist (Foundational Research, Machine Learning)",Thomson Reuters,,"Eagan, MN (+2 others)",Full-time,,,PhD student or recent graduate with research experience in a technical discipline,"First-author publications at relevant venues such as NeurIPS, ICML, ICLR, ACL, EMNLP, NAACL, ICLR, or similar","Innovate, Experiment and Develop, Collaborate",,"Hybrid Work Model, Comprehensive benefit plans, Wellbeing support, Culture recognition, Social Impact initiatives",Hybrid,5 days ago,Long,,,,Thomson Reuters Careers,"Equality, diversity, inclusion, work-life balance",,,,,,,"LinkedIn Learning access, internal Talent Marketplace, Ten Thousand Coffees networking",,"Excellent communication skills, Curious and innovative disposition, Self-driven attitude",,eyJqb2JfdGl0bGUiOiJTZW5pb3IgUmVzZWFyY2ggU2NpZW50aXN0IChGb3VuZGF0aW9uYWwgUmVzZWFyY2gsIE1hY2hpbmUgTGVhcm5pbmcpIiwiY29tcGFueV9uYW1lIjoiVGhvbXNvbiBSZXV0ZXJzIiwiYWRkcmVzc19jaXR5IjoiRWFnYW4sIE1OIiwiaHRpZG9jaWQiOiJWZWN4c2pBQ1RvZTJfOGpPQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJTlZXNXBkR1ZrSUZOMFlYUmxjdyIsImdsIjoidXMiLCJobCI6ImVuIn0=,
"Senior Scientist, Artificial Intelligence/Machine Learning, Foundational ML (gCS, BRAID)",Genentech,Healthcare/Pharmaceuticals,"South San Francisco, CA",Full-time,"$165,200 - $306,800",Senior,PhD or equivalent in machine learning or related field,"Deep learning, Python, PyTorch, ML research, communication, collaboration","Lead research program, develop deep-learning methods, collaborate with interdisciplinary teams, publish in top-tier ML venues",,"Relocation benefits, discretionary annual bonus, detailed benefits package",,1 month ago,Long,,,,Genentech,,,,,,,,,,,,eyJqb2JfdGl0bGUiOiJTZW5pb3IgU2NpZW50aXN0LCBBcnRpZmljaWFsIEludGVsbGlnZW5jZS9NYWNoaW5lIExlYXJuaW5nLCBGb3VuZGF0aW9uYWwgTUwgKGdDUywgQlJBSUQpIiwiY29tcGFueV9uYW1lIjoiR2VuZW50ZWNoIiwiYWRkcmVzc19jaXR5IjoiU291dGggU2FuIEZyYW5jaXNjbywgQ0EiLCJodGlkb2NpZCI6IkF2TlJ0bEYtdFItTmYyZ19BQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lOVlc1cGRHVmtJRk4wWVhSbGN3IiwiZ2wiOiJ1cyIsImhsIjoiZW4ifQ==,
AI Research Scientist,Cognizant,AI Research,"San Francisco, CA",Full-time,"$229,580 - $243,247",3+ years,PhD in Computer Science or related field,"LLMs, evolutionary algorithms, AI, ML","['Develop novel approaches to solving scientific problems and real-world challenges', 'Design experiments and evaluation methodologies', 'Implement algorithms and evaluation frameworks', 'Manage experiments, analyze results, and iterate rapidly', 'Communicate ideas and results to a larger audience', 'Publish papers and advise AI engineers']",3+ years,"['Medical/Dental/Vision/Life Insurance', 'Paid holidays plus Paid Time Off', '401(k) plan and contributions', 'Long-term/Short-term Disability', 'Paid Parental Leave', 'Employee Stock Purchase Plan']",,25 days ago,Long,,,,Cognizant Careers,,,,,,,,,Available,"Strong problem-solving, analytic, and communication skills","Paid time off, Dental insurance, Health insurance",eyJqb2JfdGl0bGUiOiJBSSBSZXNlYXJjaCBTY2llbnRpc3QiLCJjb21wYW55X25hbWUiOiJDb2duaXphbnQiLCJhZGRyZXNzX2NpdHkiOiJTYW4gRnJhbmNpc2NvLCBDQSIsImh0aWRvY2lkIjoiQUNYYWpsVUs5cmpNY2Q5NEFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSU5WVzVwZEdWa0lGTjBZWFJsY3ciLCJnbCI6InVzIiwiaGwiOiJlbiJ9,
AI Research Scientist,TSMC - Taiwan Semiconductor Manufacturing Company Limited,Technology,California,Full-time,"$150,000 - $230,000 per year",4-5 years,"Ph.D. in computer science, information systems, information science, statistics, or related AI or machine learning field in the past 1-2 years","Python, GitHub, Markdown, machine learning, deep learning, text analytics, time series modeling, reinforcement learning, network science, LLM, foundation models","Develop data-driven solutions for complex business problems, analyze and interpret data sets, work with cross-functional teams, refine model performance, communicate insights, design and implement AI tools",4-5 years,"Market competitive pay, allowances, bonuses, comprehensive benefits, extensive development opportunities",Hybrid,,Long,,,,TSMC Careers - Taiwan Semiconductor Manufacturing,Diverse and inclusive,,,,Travel to Taiwan for training and project coordination,"Python frameworks, JavaScript frameworks",,Extensive development programs,,,,eyJqb2JfdGl0bGUiOiJBSSBSZXNlYXJjaCBTY2llbnRpc3QoNjIzOSkiLCJjb21wYW55X25hbWUiOiJUU01DIC0gVGFpd2FuIFNlbWljb25kdWN0b3IgTWFudWZhY3R1cmluZyBDb21wYW55IExpbWl0ZWQiLCJhZGRyZXNzX2NpdHkiOiJDYWxpZm9ybmlhIiwiaHRpZG9jaWQiOiJrbUNZaDZ1NlI3S0ctM3U3QUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJTlZXNXBkR1ZrSUZOMFlYUmxjdyIsImdsIjoidXMiLCJobCI6ImVuIn0=,
